District,Title,AddressLine2,AddressLine1,AddressLine3,AddressLine4,Telephone,Fax,LastName,
MA05,US Representative,US House of Representatives,The Honorable Niki Tsongas,305 Essex Street 4th Floor,"Lawrence, MA 01840-1445",(978) 681-6200,(978) 682-6070,Tsongas,01840-1445
GA07,US Representative,US House of Representatives,The Honorable Rob Woodall,75 Langley Drive ,"Lawrenceville, GA 30046-6935",(770) 232-3005,(770) 232-2909,Woodall,30046-6935
OK04,US Representative,US House of Representatives,The Honorable Tom Cole,711 SW D Avenue Suite 201,"Lawton, OK 73501-4561",(580) 357-2131,(580) 357-7477,Cole,73501-4561
KY04,US Representative,US House of Representatives,The Honorable Geoff Davis,108 West Jefferson Street ,"Le Grange, KY 40031-1108",(502) 222-2233,(502) 222-4060,Davis,40031-1108
MO04,US Representative,US House of Representatives,The Honorable Vicky Hartzler,219 North Adams Street ,"Lebanon, MO 65536-3029",(417) 532-5582,(417) 532-3886,Hartzler,65536-3029
PA17,US Representative,US House of Representatives,The Honorable Tim Holden,758 Cumberland Street ,"Lebanon, PA 17042-5247",(717) 270-1395,(717) 270-1095,Holden,17042-5247
LA04,US Representative,US House of Representatives,The Honorable John Fleming,103 North 3rd Street ,"Leesville, LA 71446-4013",(337) 238-0778,(337) 238-0566,Fleming,71446-4013
ID01,US Representative,US House of Representatives,The Honorable Raul R. Labrador,310 Main Street ,"Lewiston, ID 83501-1820",(208) 743-1388,(208) 743-0247,Labrador,83501-1820
ME02,US Representative,US House of Representatives,The Honorable Michael H. Michaud,179 Lisbon Street Ground Floor,"Lewiston, ME 04240-7248",(207) 782-3704,(207) 782-5330,Michaud,04240-7248
TX26,US Representative,US House of Representatives,The Honorable Michael C. Burgess,1660 South Stemmons Freeway Suite 230,"Lewisville, TX 75067-0600",(972) 434-9700,(972) 434-9705,Burgess,75067-0600
KY06,US Representative,US House of Representatives,The Honorable Ben Chandler,1010 Monarch Street Suite 310,"Lexington, KY 40513-1866",(859) 219-1366,(859) 219-3437,Chandler,40513-1866
MO06,US Representative,US House of Representatives,The Honorable Sam Graves,113 Blue Jay Drive Suite 100,"Liberty, MO 64068-1963",(816) 792-3976,(816) 792-0694,Graves,64068-1963
NC02,US Representative,US House of Representatives,The Honorable Renee L. Ellmers,609 North First Street ,"Lillington, NC 27546-6693",(910) 814-0335,,Ellmers,27546-6693
OH04,US Representative,US House of Representatives,The Honorable Jim Jordan,3121 West Elm Plaza ,"Lima, OH 45805-2516",(419) 999-6455,(419) 999-4238,Jordan,45805-2516
NE01,US Representative,US House of Representatives,The Honorable Jeff Fortenberry,301 South 13th Street Suite 100,"Lincoln, NE 68508-2532",(402) 438-1598,(402) 438-1604,Fortenberry,68508-2532
GA04,US Representative,US House of Representatives,The Honorable Hank C. Johnson,5700 Hillandale Drive Suite 110,"Lithonia, GA 30058-4104",(770) 987-2291,(770) 987-8721,Johnson,30058-4104
AR02,US Representative,US House of Representatives,The Honorable Tim Griffin,1501 North University Avenue Suite 150,"Little Rock, AR 72207",(501) 324-5941,(501) 324-6029,Griffin,72207
NH02,US Representative,US House of Representatives,The Honorable Charles F. Bass,32 North Main Street Room 110,"Littleton, NH 03561-4072",(603) 444-5505,,Bass,03561-4072
AL07,US Representative,US House of Representatives,The Honorable Terri A. Sewell,40 Webb Hall Room 236-237,"Livingston, AL 35470-2099",(205) 652-5834,(205) 652-5935,Sewell,35470-2099
LA06,US Representative,US House of Representatives,The Honorable Bill Cassidy,PO Box 426 ,"Livingston, LA 70754-0426",(225) 686-4413,(225) 929-7688,Cassidy,70754-0426
MI11,US Representative,US House of Representatives,The Honorable Thaddeus G. McCotter,17197 North Laurel Park Drive Suite 216,"Livonia, MI 48152-7919",(734) 632-0314,(734) 632-0373,McCotter,48152-7919
TX11,US Representative,US House of Representatives,The Honorable Mike Conaway,104 West Sandstone Street ,"Llano, TX 78643-2319",(325) 247-2826,(325) 247-2676,Conaway,78643-2319
WV03,US Representative,US House of Representatives,The Honorable Nick J. Rahall,220 Dingess Street ,"Logan, WV 25601-3626",(304) 752-4934,(304) 752-8797,Rahall,25601-3626
IN02,US Representative,US House of Representatives,The Honorable Joe Donnelly,300 East Broadway Suite 102,"Logansport, IN 46747-3182",(574) 753-2671,(574) 753-7615,Donnelly,46747-3182
CO06,US Representative,US House of Representatives,The Honorable Mike Coffman,9220 Kimmer Drive Suite 220,"Lone Tree, CO 80124-2884",(720) 283-9772,(720) 283-9776,Coffman,80124-2884
CA37,US Representative,US House of Representatives,The Honorable Laura Richardson,100 West Broadway Suite 600,"Long Beach, CA 90802-4486",(562) 436-3828,(562) 437-6434,Richardson,90802-4486
NJ06,US Representative,US House of Representatives,The Honorable Frank Pallone,504 Broadway ,"Long Branch, NJ 07740-5951",(732) 571-1140,(732) 870-3890,Pallone,07740-5951
TX01,US Representative,US House of Representatives,The Honorable Louie Gohmert,101 East Methvin Street Suite 302,"Longview, TX 75601-7200",(903) 236-8597,(903) 553-1972,Gohmert,75601-7200
OH13,US Representative,US House of Representatives,The Honorable Betty Sutton,205 West 20th Street Room M-230,"Lorain, OH 44052-3777",(440) 245-5350,(440) 245-5355,Sutton,44052-3777
CA35,US Representative,US House of Representatives,The Honorable Maxine Waters,10124 South Broadway Suite 1,"Los Angeles, CA 90003-4353",(323) 757-8900,(323) 757-9506,Waters,90003-4353
CA33,US Representative,US House of Representatives,The Honorable Karen Bass,4322 Wilshire Boulevard Suite 301,"Los Angeles, CA 90010-3794",(323) 965-1422,(323) 965-1113,Bass,90010-3794
CA34,US Representative,US House of Representatives,The Honorable Lucille Roybal-Allard,255 East Temple Street Suite 1860,"Los Angeles, CA 90012-3334",(213) 628-9230,(213) 628-8578,Roybal-Allard,90012-3334
CA32,US Representative,US House of Representatives,The Honorable Judy Chu,4716 East Cesar E Chavez Avenue ,"Los Angeles, CA 90022-1210",(323) 307-9904,(323) 307-9906,Chu,90022-1210
CA31,US Representative,US House of Representatives,The Honorable Xavier Becerra,1910 West Sunset Boulevard Suite 810,"Los Angeles, CA 90026-3445",(213) 483-1425,(213) 483-1429,Becerra,90026-3445
CA30,US Representative,US House of Representatives,The Honorable Henry A. Waxman,8436 West Third Street Suite 600,"Los Angeles, CA 90048-4183",(310) 652-3095,(323) 655-0502,Waxman,90048-4183
NM02,US Representative,US House of Representatives,The Honorable Steve E. Pearce,"3445 Lambros Loop, NE ","Los Lunas, NM 87031-6472",(855) 473-2723,,Pearce,87031-6472
KY03,US Representative,US House of Representatives,The Honorable John A. Yarmuth,600 Martin Luther King Jr. Place Suite 216,"Louisville, KY 40202-2285",(502) 582-5129,(502) 582-5897,Yarmuth,40202-2285
KY03,US Representative,US House of Representatives,The Honorable John A. Yarmuth,7219 Dixie Highway ,"Louisville, KY 40258-3756",(502) 933-5863,(502) 935-6934,Yarmuth,40258-3756
MA05,US Representative,US House of Representatives,The Honorable Niki Tsongas,11 Kearney Square 3rd Floor,"Lowell, MA 01852-1941",(978) 459-0101,(978) 459-1907,Tsongas,01852-1941
TX19,US Representative,US House of Representatives,The Honorable Randy Neugebauer,611 University Avenue Suite 220,"Lubbock, TX 79401-2206",(806) 763-1611,(806) 767-9168,Neugebauer,79401-2206
TX01,US Representative,US House of Representatives,The Honorable Louie Gohmert,300 East Shepard Avenue Suite 210,"Lufkin, TX 75901-3252",(936) 632-3180,,Gohmert,75901-3252
NC07,US Representative,US House of Representatives,The Honorable Mike McIntyre,500 North Cedar Street ,"Lumberton, NC 28358-4891",(910) 735-0610,(910) 739-5085,McIntyre,28358-4891
VA06,US Representative,US House of Representatives,The Honorable Bob Goodlatte,916 Main Street Suite 300,"Lynchburg, VA 24504-1600",(434) 845-8306,(434) 845-8245,Goodlatte,24504-1600
MA06,US Representative,US House of Representatives,The Honorable John F. Tierney, Room 412,"Lynn, MA 01902-1019",(781) 595-7375,(781) 595-7492,Tierney,01902-1019
WI02,US Representative,US House of Representatives,The Honorable Tammy Baldwin,10 East Doty Street Suite 405,"Madison, WI 53703-5103",(608) 258-9800,(608) 258-9808,Baldwin,53703-5103
FL07,US Representative,US House of Representatives,The Honorable John L. Mica,100 East Sybelia Avenue Suite 340,"Maitland, FL 32751-4700",(407) 657-8080,(407) 657-5353,Mica,32751-4700
NH01,US Representative,US House of Representatives,The Honorable Frank C. Guinta,33 Lowell Street ,"Manchester, NH 03101-1641",(603) 641-9536,(603) 641-9561,Guinta,03101-1641
LA01,US Representative,US House of Representatives,The Honorable Steve Scalise,21454 Koop Drive Suite 1-E,"Mandeville, LA 70471-7513",(985) 893-9064,(985) 893-9707,Scalise,70471-7513
MN01,US Representative,US House of Representatives,The Honorable Tim Walz,227 East Main Street Suite 220,"Mankato, MN 56001-3573",(507) 388-2149,,Walz,56001-3573
OH04,US Representative,US House of Representatives,The Honorable Jim Jordan,24 West Third Street Suite 314,"Mansfield, OH 44902-1243",(419) 522-5757,(419) 525-2805,Jordan,44902-1243
FL18,US Representative,US House of Representatives,The Honorable Ileana Ros-Lehtinen,490 63rd Street Ocean East Suite 149,"Marathon, FL 33050-4720",(305) 304-7789,,Ros-Lehtinen,33050-4720
FL19,US Representative,US House of Representatives,The Honorable Ted Deutch,5790 Margate Boulevard ,"Margate, FL 33063-3614",(954) 972-6454,(954) 974-3191,Deutch,33063-3614
GA11,US Representative,US House of Representatives,The Honorable Phil Gingrey,"219 Roswell Street, NE ","Marietta, GA 30060-2063",(770) 429-1776,(770) 795-9551,Gingrey,30060-2063
GA06,US Representative,US House of Representatives,The Honorable Tom Price,3730 Roswell Road Suite 50,"Marietta, GA 30062-8818",(770) 565-4990,(770) 565-7570,Price,30062-8818
OH06,US Representative,US House of Representatives,The Honorable Bill Johnson,258 Front Street ,"Marietta, OH 45750-2908",(740) 376-0868,(740) 376-0886,Johnson,45750-2908
IN05,US Representative,US House of Representatives,The Honorable Dan Burton,209 South Washington Street ,"Marion, IN 46952-3803",(765) 662-6770,(765) 662-6775,Burton,46952-3803
MS02,US Representative,US House of Representatives,The Honorable Bennie G. Thompson,PO Box 356 ,"Marks, MS 38646-0356",(662) 326-9003,,Thompson,38646-0356
MA03,US Representative,US House of Representatives,The Honorable Jim P. McGovern,255 Main Street Room 104,"Marlborough, MA 01752-5505",(508) 460-9292,(508) 460-6869,McGovern,01752-5505
MI01,US Representative,US House of Representatives,The Honorable Dan J. Benishek,307 South Front Street Suite 120,"Marquette, MI 49855-4613",(906) 828-1581,(906) 273-1663,Benishek,49855-4613
MN07,US Representative,US House of Representatives,The Honorable Collin C. Peterson,1420 East College Drive ,"Marshall, MN 56258-2065",(507) 537-2299,(507) 537-2298,Peterson,56258-2065
TX01,US Representative,US House of Representatives,The Honorable Louie Gohmert,102 West Huston Street ,"Marshall, TX 75670-4038",(903) 938-8386,,Gohmert,75670-4038
WV02,US Representative,US House of Representatives,The Honorable Shelley Moore Capito,300 Foxcroft Avenue Suite 102,"Martinsburg, WV 25401-5341",(304) 264-8810,(304) 264-8815,Capito,25401-5341
TN02,US Representative,US House of Representatives,The Honorable John J. Duncan,200 East Broadway Suite 414,"Maryville, TN 37804-5782",(865) 984-5464,(865) 984-0521,Duncan,37804-5782
NY03,US Representative,US House of Representatives,The Honorable Peter T. King,1003 Park Boulevard Suite Seven,"Massapequa Park, NY 11762-2758",(516) 541-4225,(516) 541-6602,King,11762-2758
NJ02,US Representative,US House of Representatives,The Honorable Frank A. LoBiondo,5914 Main Street Suite 103,"Mays Landing, NJ 08330-1746",(609) 625-5008,(609) 625-5071,LoBiondo,08330-1746
KY04,US Representative,US House of Representatives,The Honorable Geoff Davis,201 Government Street Suite 102,"Maysville, KY 41056-1385",(606) 564-6004,(606) 564-9355,Davis,41056-1385
OK02,US Representative,US House of Representatives,The Honorable Dan Boren,118 East Carl Albert Parkway ,"McAlester, OK 74501-5040",(918) 423-5951,(918) 423-1940,Boren,74501-5040
PA14,US Representative,US House of Representatives,The Honorable Mike F. Doyle,627 Lysle Boulevard ,"McKeesport, PA 15132-2524",(412) 664-4049,(412) 664-4053,Doyle,15132-2524
TX04,US Representative,US House of Representatives,The Honorable Ralph M. Hall,1800 North Graves Street Suite 101,"McKinney, TX 75069-3322",(214) 726-9949,(214) 726-9363,Hall,75069-3322
MA07,US Representative,US House of Representatives,The Honorable Edward J. Markey,5 High Street Suite 101,"Medford, MA 02155-3800",(781) 396-2900,(781) 396-3220,Markey,02155-3800
OR02,US Representative,US House of Representatives,The Honorable Greg Walden,843 East Main Street Suite 400,"Medford, OR 97504-7137",(541) 776-4646,(541) 779-0204,Walden,97504-7137
FL15,US Representative,US House of Representatives,The Honorable Bill Posey,2725 Judge Fran Jamieson Way ,"Melbourne, FL 32940-6605",(321) 632-1776,(321) 639-8595,Posey,32940-6605
TN09,US Representative,US House of Representatives,The Honorable Steve Cohen,167 North Main Street Suite 369,"Memphis, TN 38103-1822",(901) 544-4131,(901) 544-4329,Cohen,38103-1822
TN07,US Representative,US House of Representatives,The Honorable Marsha Blackburn,7975 Stage Hills Boulevard Suite One,"Memphis, TN 38133-4036",(901) 382-5811,(901) 373-8215,Blackburn,38133-4036
CA18,US Representative,US House of Representatives,The Honorable Dennis A. Cardoza,2222 M Street Suite 305,"Merced, CA 95340-3729",(209) 383-4455,(209) 726-1065,Cardoza,95340-3729
WA08,US Representative,US House of Representatives,The Honorable Dave G. Reichert,"2737 78th Avenue, SE Suite 202","Mercer Island, WA 98040-2843",(206) 275-3438,(206) 275-3437,Reichert,98040-2843
CT05,US Representative,US House of Representatives,The Honorable Chris S. Murphy,22-26 West Main Street ,"Meriden, CT 06450-4109",(203) 630-0815,,Murphy,06450-4109
ID01,US Representative,US House of Representatives,The Honorable Raul R. Labrador,33 East Broadway Avenue Suite 251,"Meridian, ID 83642-2619",(208) 888-3188,(208) 888-0894,Labrador,83642-2619
MS03,US Representative,US House of Representatives,The Honorable Gregg Harper,1901 Front Street Suite A,"Meridian, MS 39301-5006",(601) 693-6681,(601) 693-1801,Harper,39301-5006
IN01,US Representative,US House of Representatives,The Honorable Pete J. Visclosky,7895 Broadway Suite A,"Merrillville, IN 46410-5529",(219) 795-1844,(219) 795-1850,Visclosky,46410-5529
AZ06,US Representative,US House of Representatives,The Honorable Jeff Flake,1640 South Stapley Drive Suite 215,"Mesa, AZ 85204-6666",(480) 833-0092,(480) 833-6314,Flake,85204-6666
LA01,US Representative,US House of Representatives,The Honorable Steve Scalise,110 Veterans Memorial Boulevard Suite 500,"Metairie, LA 70005-4970",(504) 837-1259,(504) 837-4239,Scalise,70005-4970
FL18,US Representative,US House of Representatives,The Honorable Ileana Ros-Lehtinen,777 17th Street ,"Miami Beach, FL 33139-1895",(305) 934-9441,,Ros-Lehtinen,33139-1895
FL17,US Representative,US House of Representatives,The Honorable Frederica S. Wilson,18425 NW Second Avenue Suite 310,"Miami Gardens, FL 33169-4532",(305) 690-5905,(305) 690-5951,Wilson,33169-4532
FL18,US Representative,US House of Representatives,The Honorable Ileana Ros-Lehtinen,4960 SW 72 Avenue Suite 208,"Miami, FL 33155-5544",(305) 668-2285,(305) 668-5970,Ros-Lehtinen,33155-5544
FL25,US Representative,US House of Representatives,The Honorable David Rivera,12851 Southwest 42nd Street Suite 131,"Miami, FL 33175",(305) 222-0160,(305) 228-9397,Rivera,33175
IN02,US Representative,US House of Representatives,The Honorable Joe Donnelly,100 East Michigan Boulevard ,"Michigan City, IN 46360-3271",(219) 873-1403,(574) 288-2825,Donnelly,46360-3271
CT03,US Representative,US House of Representatives,The Honorable Rosa L. DeLauro,245 Dekoven Drive Room B-20,"Middletown, CT 06457-3460",(860) 344-1159,,DeLauro,06457-3460
NY22,US Representative,US House of Representatives,The Honorable Maurice D. Hinchey,16 James Street 3rd Floor,"Middletown, NY 10940-5787",(845) 344-3211,(845) 342-2070,Hinchey,10940-5787
MI04,US Representative,US House of Representatives,The Honorable Dave Camp,135 Ashman Street ,"Midland, MI 48640-5103",(989) 631-2552,(989) 631-6271,Camp,48640-5103
TX11,US Representative,US House of Representatives,The Honorable Mike Conaway,6 Desta Drive Suite 2000,"Midland, TX 79705-5520",(432) 687-2390,(432) 687-0277,Conaway,79705-5520
IL01,US Representative,US House of Representatives,The Honorable Bobby L. Rush,3235 147th Street ,"Midlothian, IL 60445-3656",(708) 385-9550,(708) 385-3860,Rush,60445-3656
MA02,US Representative,US House of Representatives,The Honorable Richard E. Neal,2 Congress Street ,"Milford, MA 01757-4128",(508) 634-8198,(508) 634-8398,Neal,01757-4128
MI11,US Representative,US House of Representatives,The Honorable Thaddeus G. McCotter,213 West Huron Street ,"Milford, MI 48381-2252",(248) 685-9495,(248) 685-9484,McCotter,48381-2252
GA12,US Representative,US House of Representatives,The Honorable John Barrow,127 East Hancock Street ,"Milledgeville, GA 31061-3413",(478) 452-4611,(478) 451-0717,Barrow,31061-3413
WI04,US Representative,US House of Representatives,The Honorable Gwen Moore,219 North Milwaukee Street Suite 3A,"Milwaukee, WI 53202-5818",(414) 297-1140,(414) 297-1086,Moore,53202-5818
MN05,US Representative,US House of Representatives,The Honorable Keith Ellison,2100 Plymouth Avenue North ,"Minneapolis, MN 55411-3675",(612) 522-1212,(612) 522-9915,Ellison,55411-3675
TX28,US Representative,US House of Representatives,The Honorable Henry Cuellar,117 East Tom Landry ,"Mission City, TX 78572-4610",(956) 424-3942,(956) 631-4251,Cuellar,78572-4610
CA42,US Representative,US House of Representatives,The Honorable Gary G. Miller,200 Civic Center Drive ,"Mission Viejo, CA 92691-5519",(949) 470-8484,,Miller,92691-5519
MT01,US Representative,US House of Representatives,The Honorable Denny Rehberg,301 East Broadway Suite 2,"Missoula, MT 59802-4478",(406) 543-9550,(406) 543-0663,Rehberg,59802-4478
AL01,US Representative,US House of Representatives,The Honorable Jo Bonner,11 North Water Street Suite 15290,"Mobile, AL 36602-5000",(251) 690-2811,(251) 690-2815,Bonner,36602-5000
CA18,US Representative,US House of Representatives,The Honorable Dennis A. Cardoza,1010 10th Street Suite 5800,"Modesto, CA 95354-0877",(209) 527-1914,(209) 527-5748,Cardoza,95354-0877
CA19,US Representative,US House of Representatives,The Honorable Jeff Denham,3509 Coffee Road Suite D3,"Modesto, CA 95355-1356",(209) 579-5458,(209) 579-5028,Denham,95355-1356
IL17,US Representative,US House of Representatives,The Honorable Bobby T. Schilling,3000 41st Street Suite 2,"Moline, IL 61265-7859",(309) 757-7630,,Schilling,61265-7859
LA05,US Representative,US House of Representatives,The Honorable Rodney Alexander,1900 Stubbs Avenue Suite B,"Monroe, LA 71201-5751",(318) 322-3500,(318) 322-3577,Alexander,71201-5751
MI15,US Representative,US House of Representatives,The Honorable John D. Dingell,23 East Front Street Suite 103,"Monroe, MI 48161-2256",(734) 243-1849,(734) 243-5559,Dingell,48161-2256
MN07,US Representative,US House of Representatives,The Honorable Collin C. Peterson,100 North First Street ,"Montevideo, MN 56265",(320) 269-8888,,Peterson,56265
AL02,US Representative,US House of Representatives,The Honorable Martha Roby,22 Monroe Street Suite 1-B,"Montgomery, AL 36104-3617",(334) 277-9113,(334) 277-8534,Roby,36104-3617
AL03,US Representative,US House of Representatives,The Honorable Mike D. Rogers,7550 Halcyon Summit Drive ,"Montgomery, AL 36117-7008",(334) 277-4210,(334) 277-4257,Rogers,36117-7008
NY22,US Representative,US House of Representatives,The Honorable Maurice D. Hinchey,18 Anawana Lake Road ,"Monticello, NY 12701-3200",(845) 791-7116,(607) 498-5379,Hinchey,12701-3200
NJ11,US Representative,US House of Representatives,The Honorable Rodney P. Frelinghuysen,30 Schulyer Place Second Floor,"Morristown, NJ 07960-5128",(973) 984-0711,(973) 292-1569,Frelinghuysen,07960-5128
TN01,US Representative,US House of Representatives,The Honorable Phil Roe,1609 College Park Drive Suite 4,"Morristown, TN 37813-1659",(423) 254-1400,(423) 254-1403,Roe,37813-1659
MS02,US Representative,US House of Representatives,The Honorable Bennie G. Thompson,106 West Green Avenue Suite 106,"Mound Bayou, MS 38762-9594",(662) 741-9003,(662) 741-9002,Thompson,38762-9594
IL15,US Representative,US House of Representatives,The Honorable Timothy V. Johnson,1001 North Market Street Suite 102,"Mount Carmel, IL 62863-1948",(618) 262-8719,(618) 262-8859,Johnson,62863-1948
NJ03,US Representative,US House of Representatives,The Honorable Jon D. Runyan,4167 Church Road ,"Mount Laurel, NJ 08054-2220",(856) 780-6436,(856) 780-6440,Runyan,08054-2220
NY17,US Representative,US House of Representatives,The Honorable Eliot L. Engel,6 Gramatan Avenue Suite 205,"Mount Vernon, NY 10550-3208",(914) 699-4100,(914) 699-3646,Engel,10550-3208
IN06,US Representative,US House of Representatives,The Honorable Mike Pence,107 West Charles Street ,"Muncie, IN 47305-2804",(765) 747-5566,(765) 747-5586,Pence,47305-2804
TN06,US Representative,US House of Representatives,The Honorable Diane L. Black,305 West Main Street ,"Murfreesboro, TN 37130-3547",,(615) 896-8218,Black,37130-3547
NC11,US Representative,US House of Representatives,The Honorable Heath Shuler,75 Peachtree Street Suite 100,"Murphy, NC 28906-2947",(828) 835-4981,,Shuler,28906-2947
MI02,US Representative,US House of Representatives,The Honorable Bill Huizenga,900 Third Street Suite 203,"Muskegon, MI 49440-1135",(231) 722-8386,(231) 722-0176,Huizenga,49440-1135
OK02,US Representative,US House of Representatives,The Honorable Dan Boren,431 West Broadway Street ,"Muskogee, OK 74401-6614",(918) 687-2533,(918) 686-0128,Boren,74401-6614
SC01,US Representative,US House of Representatives,The Honorable Tim Scott,1800 North Oak Street Room C,"Myrtle Beach, SC 29577-3141",(843) 445-6459,(843) 445-6418,Scott,29577-3141
TX01,US Representative,US House of Representatives,The Honorable Louie Gohmert,101 West Main Suite 160,"Nacogdoches, TX 75961-4830",(936) 715-9514,,Gohmert,75961-4830
CA01,US Representative,US House of Representatives,The Honorable Mike C. Thompson,1040 Main Street Suite 101,"Napa, CA 94559-2605",(707) 226-9898,(707) 251-9800,Thompson,94559-2605
FL14,US Representative,US House of Representatives,The Honorable Connie Mack,3301 East Tamiami Trail Suite 105,"Naples, FL 34112-3969",(239) 252-6225,(239) 252-8065,Mack,34112-3969
FL25,US Representative,US House of Representatives,The Honorable David Rivera,4715 Golden Gate Parkway Suite 1,"Naples, FL 34116",(239) 348-1620,(239) 348-3569,Rivera,34116
NH02,US Representative,US House of Representatives,The Honorable Charles F. Bass,221 Main Street Suite 201,"Nashua, NH 03060-2913",(603) 595-7701,,Bass,03060-2913
TN05,US Representative,US House of Representatives,The Honorable Jim Cooper,605 Church Street Suite 101,"Nashville, TN 37219-2314",(615) 736-5295,(615) 736-7479,Cooper,37219-2314
PA04,US Representative,US House of Representatives,The Honorable Jason Altmire,2124 Freeport Road ,"Natrona Heights, PA 15065-1527",(724) 226-1304,(724) 226-1308,Altmire,15065-1527
CT03,US Representative,US House of Representatives,The Honorable Rosa L. DeLauro,229 Church Street 4th Floor,"Naugatuck, CT 06770-4145",(203) 729-0204,,DeLauro,06770-4145
MA04,US Representative,US House of Representatives,The Honorable Barney Frank,558 Pleasant Street Room 309,"New Bedford, MA 02740-6246",(508) 999-6462,(508) 999-6468,Frank,02740-6246
TX04,US Representative,US House of Representatives,The Honorable Ralph M. Hall,710 James Bowie Drive ,"New Boston, TX 75570-2328",(903) 628-8309,(903) 628-8320,Hall,75570-2328
CT05,US Representative,US House of Representatives,The Honorable Chris S. Murphy,114 West Main Street Suite 206,"New Britain, CT 06051-4223",(860) 223-8412,(860) 827-9009,Murphy,06051-4223
NJ06,US Representative,US House of Representatives,The Honorable Frank Pallone,67-69 Church Street ,"New Brunswick, NJ 08901-1242",(732) 249-8892,(732) 249-1335,Pallone,08901-1242
CT03,US Representative,US House of Representatives,The Honorable Rosa L. DeLauro,59 Elm Street Suite 205,"New Haven, CT 06510-2036",(203) 562-3718,(203) 772-2260,DeLauro,06510-2036
LA03,US Representative,US House of Representatives,The Honorable Jeffrey M. Landry,301 East Saint Peter Street Suite 102,"New Iberia, LA 70560-3787",(337) 359-9080,(337) 359-9090,Landry,70560-3787
LA02,US Representative,US House of Representatives,The Honorable Cedric L. Richmond,2021 Lakeshore Drive Suite 309,"New Orleans, LA 70122-3501",(504) 288-3777,(504) 288-4090,Richmond,70122-3501
NY12,US Representative,US House of Representatives,The Honorable Nydia M. Velazquez,173 Avenue B ,"New York, NY 10009-4656",(212) 673-3997,(212) 473-5242,Velazquez,10009-4656
NY08,US Representative,US House of Representatives,The Honorable Jerrold Nadler,201 Varick Street Room 669,"New York, NY 10014-7069",(212) 367-7350,(212) 367-7356,Nadler,10014-7069
NY15,US Representative,US House of Representatives,The Honorable Charles B. Rangel,163 West 125th Street Suite 737,"New York, NY 10027-4404",(212) 663-3900,(212) 663-4277,Rangel,10027-4404
NY14,US Representative,US House of Representatives,The Honorable Carolyn B. Maloney,1651 Third Avenue Suite 311,"New York, NY 10128-3679",(212) 860-0606,(212) 860-0704,Maloney,10128-3679
NJ10,US Representative,US House of Representatives,The Honorable Donald M. Payne,50 Walnut Street Suite 1016,"Newark, NJ 07102-3596",(973) 645-3213,(973) 645-5902,Payne,07102-3596
GA03,US Representative,US House of Representatives,The Honorable Lynn A. Westmoreland,1601 Highway 34 East Suite B,"Newnan, GA 30265-1325",(770) 683-2033,(770) 683-2042,Westmoreland,30265-1325
CA48,US Representative,US House of Representatives,The Honorable John Campbell,610 Newport Center Drive Suite 330,"Newport Beach, CA 92660-8034",(949) 756-2244,(949) 251-9309,Campbell,92660-8034
VA03,US Representative,US House of Representatives,The Honorable Bobby C. Scott,2600 Washington Avenue Suite 1010,"Newport News, VA 23607-4333",(757) 380-1000,(757) 928-6694,Scott,23607-4333
MA04,US Representative,US House of Representatives,The Honorable Barney Frank,29 Crafts Street ,"Newton, MA 02458-1275",(617) 332-3920,(617) 332-2822,Frank,02458-1275
NJ05,US Representative,US House of Representatives,The Honorable Scott Garrett,93 Main Street ,"Newton, NJ 07860-2056",(973) 300-2000,(973) 300-1051,Garrett,07860-2056
NY28,US Representative,US House of Representatives,The Honorable Louise M. Slaughter,1910 Pine Avenue ,"Niagara Falls, NY 14301-2310",(716) 282-1274,(716) 282-2479,Slaughter,14301-2310
NE01,US Representative,US House of Representatives,The Honorable Jeff Fortenberry,125 South 4th Street Suite 101,"Norfolk, NE 68701-5200",(402) 379-2064,(402) 379-2101,Fortenberry,68701-5200
OK04,US Representative,US House of Representatives,The Honorable Tom Cole,2420 Springer Drive Suite 120,"Norman, OK 73069-3965",(405) 329-6500,(405) 321-7369,Cole,73069-3965
MN08,US Representative,US House of Representatives,The Honorable Chip Cravaack,6448 Main Street Suite 6,"North Branch, MN 55056-7068",(651) 237-8220,(651) 237-8225,Cravaack,55056-7068
SC06,US Representative,US House of Representatives,The Honorable James E. Clyburn,1362 McMillan Avenue Suite 100,"North Charleston, SC 29405-2049",(843) 529-2708,,Clyburn,29405-2049
IL10,US Representative,US House of Representatives,The Honorable Bob Dold,650 Dundee Road Suite 380,"Northbrook, IL 60062-2757",(847) 940-0202,(847) 940-7143,Dold,60062-2757
OH05,US Representative,US House of Representatives,The Honorable Bob Latta,11 East Main Street ,"Norwalk, OH 44857-1512",(419) 668-0206,(419) 663-1361,Latta,44857-1512
CT02,US Representative,US House of Representatives,The Honorable Joe Courtney,101 Water Street Suite 301,"Norwich, CT 06360-5730",(860) 886-0139,(860) 886-2974,Courtney,06360-5730
IL03,US Representative,US House of Representatives,The Honorable Daniel W. Lipinski,5309 West 95th Street ,"Oak Lawn, IL 60453-2444",(708) 424-0853,(708) 424-1855,Lipinski,60453-2444
TN03,US Representative,US House of Representatives,The Honorable Chuck Fleischmann,200 Administration Road Suite 100,"Oak Ridge, TN 37839-8823",(865) 576-1976,(865) 576-3221,Fleischmann,37839-8823
